,TP,assignee_id
3805,2.0,org_aKCbnH8rONdzXlft49cg
3806,1.0,org_ptHmlSjzgl59zyQdwrSi
3807,2.0,org_uoTX3o8O4qtit8XcZHMD
3808,9.0,org_hz8bxg9u1oabDTQBNCnQ
3809,6.0,org_8s2aX2S1BcSTNAx4YVUr
3810,2.0,org_RydZBOjZq9ikBPhR8zpp
3811,3.0,org_d2uF9p505CKcWEXspLIG
3812,1.0,org_USQs96OKZSkv8vMVwuVr
3813,1.0,org_u5yqSzTilfa5U0iDCdQi
3814,1.0,org_1KEQBDYhdhPKOvF8AtIc
3815,2.0,org_oS6B2RlAnA2WItMEUnGz
3816,24.0,org_IwGzsA1ML5zhecRu4uXT
3817,2.0,org_ykydLfDXXPWpJfySB9Ub
3818,35.0,org_HwrnOc8toNhVSyK6s7yN
3819,2.0,org_w6qRzFHaiCKwLNrSha2l
3820,4.0,org_xzeApEiCwd3n8ebdFVkC
3821,1.0,org_RUsd6ooKw4e75ZtO7OiR
3822,1.0,org_cYmDHk32pUFIAzvRvXca
3823,2.0,org_6vFGngJSjXqcA94VU6Xd
3824,1.0,org_2ir1Z5upKProjWQZYO5a
3825,1.0,org_22OPyVeLfarxBA0D6dPz
3826,1.0,org_DtRaZbd42jiLonS8eqDh
3827,1.0,org_m1DW5j6hWqg6a0J8AF1I
3828,1.0,per_ldU8pQ62bHIQNspqWMTQ
3829,1.0,org_yYC6nnUo3H6jDf8Tdqhq
3830,8.0,org_ayKd3bxUNEEHnfdGckmt
3831,1.0,org_Ujjq92ojOIo5P0wmZTUW
3832,1.0,org_CAFIapxvrksx6DM4qK2h
3833,1.0,per_7WDOwiiKIeMJDaIdHuCO
3834,2.0,org_qK3Bcyz6pJZIFHjQ1laj
3835,1.0,org_0N1eHnFWq7OONH9Uz3Ue
3836,1.0,org_sbtN0cs8Av6lqpfiSrrk
3837,1.0,per_0wCBbylyikspWCby8SHm
3838,1.0,org_PrSlRlxx8VlC1DP6T0RB
3839,1.0,per_C6nFGzwHlvZcSytMkENT
3840,7.0,org_VexbQv7ob0cqem22kPBo
3841,1.0,org_UFBDWNk19WoUflWd5NbT
3842,3.0,org_38cV8fOrIw79AVfKgngS
3843,1.0,org_hwHLnmcMkKmyKE3rb7PQ
3844,3.0,org_tY5iTGAHqQZ7ZGUv8JhK
3845,1.0,per_jrEDSQ9fdsXreZAYSM2i
3846,3.0,org_3RAHuSl3bd8D2jAvI6tI
3847,1.0,org_zX1j1cCd9qkKEeJBCSVm
3848,1.0,org_FBtq1eHXhcISSjyLeY4W
3849,1.0,org_WXkYZW2rRh5lsmz1kss0
3850,1.0,org_eCVBIjtCzgKTpE8vio0x
3851,1.0,org_23C2BUjOfvanhi5kTSWH
3852,2.0,org_I6rXXSfYxvYeQGzCTf6B
3853,1.0,org_ABenVhjz141f3Rc3lnoJ
3854,3.0,org_k6XXPnmUqZhjo0YWR6gA
3855,1.0,org_jIohCFYMuHbCDLYD6xMx
3856,3.0,org_eWdA7XtRLpJVWLDWqKrP
3857,2.0,org_UCxOOai0YGAvJTDWulxh
3858,3.0,org_WqF9c6icRcpW3z0lKoKn
3859,5.0,org_QYqJ9taCCeqvLBvIhumc
3860,2.0,org_EDyF3ecDqxv6UrUKSRy6
3861,1.0,org_xTmTPNOeC0WJHwsTeWdE
3862,5.0,org_U9ca2i2bYrXL5YG5ryuv
3863,4.0,org_U3cX2AlViYJLnh3JflCQ
3864,11.0,org_sKAKnuUMufNEGFmI4c9U
3865,1.0,org_112xPOt3qGOt1mHCFiHY
3866,1.0,org_55EpS2SfR8LrjaW41pSV
3867,6.0,org_dS6kKgU7AOAepNTAlr8y
3868,5.0,org_xbHHlnBicxTbae58Pnrm
3869,2.0,org_ttu5Y4UxGUIW2zKdcAbl
3870,1.0,org_JmFrfOZi8PfnW2Uj5JOB
3871,1.0,org_w6IkyUlIqnHtj91Rli0S
3872,2.0,org_FlSYsLLdsPgAAEkNSxXw
3873,2.0,org_ZF3kFzzsLG8fGPi913ev
3874,1.0,org_9967GVyYBittgxuxJwzs
3875,1.0,org_N2Av7oX3wSmDz0ViEsx2
3876,4.0,org_ZzLjix9jrUIoZez2hhj6
3877,5.0,org_LJ2LNN3OZh31WmOriqIo
3878,1.0,org_GOhl8fvZGQSLYhIjGpY5
3879,3.0,org_ePUYmSEgIL8tDH6n1rx6
3880,1.0,org_4PwG8Su4FKl5952UIGuV
3881,10.0,org_TuF6TtQE6We04efz701w
3882,2.0,org_Pd178UeIPzi3TS3T955V
3883,1.0,org_aLjRk5yk8QbieTZAWA4M
3884,1.0,org_jS9YRcYpFgOEmE7N48jV
3885,1.0,org_CqKQLThkJsvJvC49SVUC
3886,9.0,org_THGOcHKVhueezOVqApX3
3887,1.0,org_WdKo0XWbN5uQoseJZwXj
3888,3.0,org_UrsklCc2er4e5OJYaNwM
3889,2.0,org_HQXWxzH1jeKac6in36L5
3890,2.0,org_no8jMdGRKPSAQ7leoHDH
3891,2.0,org_V5wDHL4QTZHf1biuf0Gh
3892,1.0,org_3zDxoh06ds7Y9xePxLDr
3893,2.0,org_QlxksgPX9r88PmnKGpsu
3894,4.0,org_lYbdt1e02qPxJOuBhArb
3895,1.0,org_lQCWgsQ8U5C1qQTPQfMg
3896,1.0,org_L7ugvRkkYpYOXJ8NR4CI
3897,8.0,org_tzJ2oE0MdcnvBbaMfw3q
3898,1.0,org_OHdEOQkq8jVFYrT4Jb8t
3899,8.0,org_nby5qJ6J8vifEj19DqCj
3900,1.0,org_sbuBy07LZzzgCQwaR31r
3901,4.0,org_PjVabx82buKEo3PBRrVr
3902,1.0,org_XfGFu0geT7XUngF7hSB0
3903,3.0,org_Jwy2zRCoCYOiEGblM9L8
3904,2.0,org_8m0GvABSqombSaKTEjbq
3905,1.0,org_MGZW1IiDpv7MJMS7Z383
3906,1.0,org_a8Mnje5gLlPlLXZmgU6l
3907,1.0,org_OTSdi4BfTFCR6bbAs7q2
3908,2.0,org_S7I7FqUYtHdbZOAIY56u
3909,5.0,org_HytyBPk9OZ4QrbxDCapa
3910,4.0,org_lqnOqx0G5eahcjwoDRcW
3911,1.0,org_gwRSQmcx4r1gtK4kWYH9
3912,2.0,per_2GauR9T3JEgSDtpcrJiV
3913,2.0,per_xG79wVkIWkEQ1mKIZoMY
3914,1.0,per_hSKJ6jZzzSZtHwlaUYk0
3915,1.0,per_zduDp32XHd3L5AFYocVi
3916,1.0,org_f74XgMDDQ5td678Y7dA4
3917,14.0,org_lVZuz1nNltH71bf4j6q4
3918,1.0,org_WvMnBNbKnEZU3g6Bai1U
3919,10.0,org_YsMaNdygZpO1R31gWCcs
3920,2.0,org_QUPegOgk3dZ2hknMaLBh
3921,5.0,org_KuyI6GxUOuxURXcM2mSB
3922,7.0,org_vLBkIT5dZtYYtrMZLjvw
3923,9.0,org_eUc7X3FZxik3Y5XwcDas
3924,1.0,org_26fMNL5YUVSXzE6FnOUm
3925,3.0,org_c035H0OUiAWkWZqcUqdT
3926,5.0,org_2k5RlyJHOu0tFr1RwiOm
3927,2.0,org_QxOmgS5xycRmwiQd7F37
3928,1.0,org_uahibbpszJ8pTXgfGehb
3929,2.0,org_EcI5xoUkpx5cENVvyR6r
3930,2.0,org_SBm60tsGTnrqRytcRRp1
3931,2.0,org_J6zJ7M9YBte3gkFFUXCI
3932,1.0,org_uRIFBd9lL0rCqyferCfH
3933,23.0,org_pAhUDNngBettbV9BdpbL
3934,2.0,org_FBITIyaWGN9pEO8tLtnk
3935,2.0,org_LQIp0Rg9TLNbDS0SM2tC
3936,1.0,org_Vous7Mj97XHsw8Vi17Rk
3937,1.0,org_1WlUwpscpPRd0w3Z6LRw
3938,5.0,org_QDlKReljS5x9dVgm0bAR
3939,3.0,org_ASVdGvlr5Yb4zBftu3OO
3940,2.0,org_BXSNsGQqCaYsMNIf8SUy
3941,1.0,org_6fgdKGoIUZ6qhmAUSCeN
3942,3.0,org_igCFTJDL7XI5i091gzOp
3943,6.0,org_q1cose1o49yR00xxHGnY
3944,1.0,per_nhkLCWEhNK3EErvwxk8n
3945,1.0,org_Qlu3qIir1jlL8UoESzxA
3946,1.0,org_IwTaUvTSHwOftyBDgKC8
3947,1.0,org_LsYoqS83nq0Llipl6vTA
3948,1.0,org_lMjsRiCsOpoE58sWrkn8
3949,1.0,org_Kj9HHfvvl9JP9HEAV9Cg
3950,3.0,org_FT1oOAHpoU0E3PjMxTd4
3951,1.0,org_nTmacP611BBwpoLcKIfT
3952,2.0,org_XETUPR1fR7yCZpYaHPSX
3953,2.0,org_4MwXmJ1rOkd23Hl7t6vf
3954,2.0,org_AkjmtuCQthZ2Dd9snkLz
3955,2.0,org_PvJTHQ669LGSROrdvPB7
3956,6.0,org_55xRnGPh6FTPKUlOiEc8
3957,4.0,org_vKY5lGlYVMFx2ZwZNkIY
3958,1.0,org_y53LUXWoFmaTbKDtKYPc
3959,1.0,per_6WfeqXTe0kmVDIDjzRIk
3960,3.0,org_W9nqfeOtQTxS6p6NrjhZ
3961,1.0,org_kcSsPAjXUeEQuP4YpvhK
3962,108.0,org_DLMZGWJ0JHWMNioQ7woC
3963,2.0,org_bR4mqOUYgNxVRS0qXK7t
3964,1.0,org_BWN3IhBuVOEWWe9AtUuo
3965,10.0,org_jNn9qAaBfzdzdspE1yaK
3966,1.0,org_wbvctQYKvIlDBqpY2ha4
3967,1.0,org_R01BjqrzRmIsu4WV090M
3968,6.0,org_VIbluP7jomxsyJgqjFo1
3969,3.0,org_NNLPR1VDS12YBs944iVU
3970,5.0,org_tHUuvJX5PqnLcA8jGw98
3971,1.0,org_WPCdri5AZxC5nQ9Uvk2Q
3972,1.0,org_IJPLSzBkHUf1WZzGUttF
3973,12.0,org_Weis0ILESWZP7QMOziYk
3974,7.0,org_OyVk2DGH2YvTg3QwhGWa
3975,1.0,org_sCo0yxtgEGyrrjkfFoes
3976,2.0,org_YSZuetWP6vRVqNNpumpn
3977,4.0,org_UgBwpbbL1hWpL4Sd5Vhd
3978,1.0,org_AkMhn9Mqv0MN6xG99pXk
3979,1.0,org_gwuQXnaRmh9Z0lhVPcvn
3980,9.0,org_u7pEfsDKGx9eRzSkmVR6
3981,2.0,org_ylC2VMQb6kMP7YD2kbbp
3982,2.0,org_sP6zIG3pqj5YP7oeHEZZ
3983,1.0,org_dIq7ZQokmUzbeOpYetXP
3984,1.0,org_qkQv4utxo7WwyQlpNJ1B
3985,5.0,org_JcAqW1X1YohMCnVGgMZ4
3986,1.0,per_dQTnZV52rNJgNXE9hmlI
3987,1.0,org_oAgelZV8uSUPHJIgLvZi
3988,11.0,org_zqynZU7oBgg0pJjHlQ3d
3989,1.0,org_HQEmcPsQswSO1B6bxYL0
3990,1.0,org_djXUGH6EsOobdctcDpmU
3991,1.0,org_Br5l3Dh3ad9GqZIHislX
3992,1.0,per_uR2J2hgA4ctR57xmnc6t
3993,1.0,org_OgouvXSXUFdmQ2S9dE3y
3994,1.0,org_F9Tiw2LsjRtoKY2fmWNZ
3995,1.0,per_0ElvXUkT0RHchLtnlIJS
3996,1.0,per_4n5iqBddPa7Q5sBdT8kh
3997,2.0,org_dkqO3P6ojvtweVDplPbK
3998,14.0,org_E11R2LWf70bx6OKK5atc
3999,1.0,org_Q7c4BQwWqBNWrOwDyoip
4000,19.0,org_wBHmviBPFkDYkVZ2bTe5
4001,1.0,org_dCe8hdbAqQuAzblHIFq0
4002,1.0,org_B9O9fpnGYmcWOmTrRdEY
4003,1.0,org_exf6PYQIfYaTqXrGXjyV
4004,1.0,org_7cY18ZK8KPXPQSDgvyb0
4005,1.0,org_VuWWhczuwsCSssn1vXEF
4006,1.0,org_nL8lx7IWmSoQ7exf10cm
4007,1.0,org_SB0x0LzPtiz8jYXnYYhy
4008,1.0,org_I2Jh6Li7WeWV8oIEaFWG
4009,3.0,org_0HFuN2tXJtduGvotQ2wP
4010,2.0,org_jaZhcE6VmspgwWlHOuAH
4011,4.0,org_SeeVxQVkKpTPLvHqFn0f
4012,13.0,org_lSVtP4T5G4pZNgg4ZdUu
4013,1.0,org_YE67JvPgSTqRuDPSHSPZ
4014,1.0,org_9YdUGOsYfJi5bTkeZyKQ
4015,5.0,org_cwnalsaQrSikLb17qwQS
4016,11.0,org_Noqt42yKiDgTtXLWWGFa
4017,22.0,org_bb6DOGP1EnDfQhosDQpg
4018,1.0,org_RmqJhildrk09BaLAovP1
4019,5.0,org_3IEOTwfqoEFBQzTjyDus
4020,1.0,per_eZDxQagoe1o3D7jbSozI
4021,1.0,per_naslAjHShFggSjZpcpZe
4022,1.0,org_vXGYEnXNX1bFVdrIZwZx
4023,1.0,org_CVhv7IE9TfZnU1ZfgQBp
4024,1.0,per_0iZjQJcrCOawIGV2rw0T
4025,1.0,org_brWok54dHOmZ63biYRsL
4026,1.0,org_TghOCrbwNUIkmh5BPzYr
4027,1.0,org_4rOT2buOfPKky8tkzbRk
4028,2.0,org_UUfZlTwPC4VJfU7T1g2E
4029,1.0,per_Y56fCJebG8tbqPvHEnBr
4030,1.0,per_L2ESH3Nyo9ySmcZBpdKr
4031,1.0,org_XgRnXiFdRPwbipAHgYpN
4032,2.0,org_dZF3f7NzsM3RgKeIe71u
4033,4.0,org_FoeW7fsKQpbDPPRoenfL
4034,3.0,org_rB9sTZDa3t2hudQirlj0
4035,1.0,org_KhM7KTGyhzEWfJfmZn3L
4036,1.0,org_kydZx3YbgraTUVFfusmL
4037,1.0,per_tKyHdc8Ss8Na4ayxdg6S
4038,1.0,per_3j1pfL02LUTsDsA1V2X1
4039,1.0,org_PbWKP87gzsTIpW5csEf7
4040,1.0,org_XvS72Sbv7pGwjOz14ZcC
4041,14.0,org_QJUpIVY9o0Ukw8UFozvT
4042,2.0,org_GBX9lw05pm36F9uhgfvy
4043,2.0,org_0PTvBe89fg0iv1uEIz7N
4044,2.0,org_aceDIFflOWuEAHdhsydS
4045,1.0,org_2DXn7TPDD5r4p88I538m
4046,1.0,org_CnDSQf0hZOnFliTDJbd5
4047,5.0,org_A59WqzgcndHUyyFGROzG
4048,1.0,org_UAKuFlhf0iGOsAGOyK5q
4049,6.0,org_xhy9Tc932E3aWkKPszq0
4050,1.0,org_k8Y5ANlG4Ua9T5umb6u1
4051,2.0,org_wTCOr6w5hmeEn8P5kS7E
4052,1.0,org_RhWN9embKYOSiNfE77aA
4053,1.0,org_6qtjiDj1MC1ytYR67gxU
4054,1.0,org_fALeRKMTbYYlojPFJoNX
4055,1.0,org_8ORUq082hDThm9jD0U2R
4056,1.0,org_RRDDQEa1g9hY1xtVu1Ew
4057,1.0,org_vGteHA2YclpMstup3Afn
4058,12.0,org_xl95SX1ZDzgXvXIvn33q
4059,40.0,org_tmUqMJ3bDBrFKp9SOQcL
4060,1.0,org_45UzZvDygUJVlWipiVAb
4061,1.0,org_t9L4YiHBdo6G6OSvgA4D
4062,2.0,org_MHL0EUKpvRjyxUzpIELA
4063,1.0,org_1Ln9TQcGMoDjCG5gENcS
4064,1.0,org_5QeeIllFgQw2ehGRPz9I
4065,1.0,org_dYfd6Vgl7ETf3HOgmAXA
4066,1.0,org_72HFyN38KwdNYf1AT6hS
4067,1.0,org_t9DkVYEvKFkp0ZCYStmc
4068,3.0,org_e5sM7BMkdWnoFECcwS7b
4069,2.0,org_auciPqIy0o2ZAfYyMzT5
4070,1.0,org_hkYwVQ1QzcmEJxiAP3dh
4071,2.0,org_uOnV1UqQssk3AVCE6syf
4072,1.0,org_eXR0iW1VuGLp1DsS6SOL
4073,1.0,org_x6Hf8RvI217qQ5XT3mO1
4074,1.0,org_DWI9nAZi3ByEkgfNeVLL
4075,1.0,org_eYdcRYeysjI1vtKNpHsD
4076,1.0,org_WmOfv1ZCwuJc144Bynng
4077,1.0,org_AUdhYmBwrRjjp337KT46
4078,2.0,per_NNV9t2F1YhkeBtIiJI1Y
4079,1.0,org_OXU8gMdyRPsLwql9OFkr
4080,1.0,org_01XWCJddz4oFP49CcfXq
4081,1.0,org_s3N2qlldh6ySzWXmk3kx
4082,2.0,org_vFjwO3op0M8lRg7dNRzk
4083,1.0,org_NIPXIKdducbk1UTCQUtf
4084,1.0,org_MV0D5TynfhICreEGcluC
4085,5.0,org_dTZF9JtRPXclQi7hdRzQ
4086,1.0,org_qfKxn95ZloIBy0QO1kJt
4087,5.0,org_AWWB3HVFn5Xp1lB8FS9S
4088,3.0,org_9wlM6lV3Oepr3eqb4rB0
4089,6.0,org_Nmqi6BJpMSbyuWzqyp6n
4090,1.0,org_8vVBofHi1EBRSCyzboWC
4091,1.0,org_sF1BYHyT8oVP3QBXqDi5
4092,1.0,org_LeWQYe1fhz6N8xKrfc3t
4093,9.0,org_bzLMPYFcC2JZyFHWzzgL
4094,1.0,org_JOROr5jvuZKcHbIlhG28
4095,4.0,org_dHfaPfGQyBCZEdtuKxMA
4096,2.0,org_Xch57GX0fahJrNz1VigE
4097,1.0,org_tR32LjiyXzuvXeQt5umf
4098,1.0,org_WPfoNjxYxkd2KCaKbkby
4099,1.0,org_haQCwxF9VbjFQCvX3PDO
4100,1.0,org_n9jD1loY7CWRNszo55cW
4101,1.0,org_TryJD84bUS1dQfkpfOWf
4102,1.0,org_0qQeMtGc96DajBefrbEo
4103,1.0,org_ruS03s6u18ziyqjAwxf0
4104,5.0,org_iZR8E4f8z1FmA0xnEADd
4105,2.0,org_I4WPolDGdSj39GjQe3oR
4106,1.0,org_XpIDHK07aBWtVT5WZMsk
4107,3.0,org_7ySSiw3TRDzlAWUvO2uA
4108,2.0,org_3lYBBd4gA0egq96k0lB1
4109,1.0,org_dBWq2Nk14QZP3nwLsgFa
4110,1.0,org_fdrU3PGJGr6RoFNaMDKv
4111,2.0,org_YuJl4tU9ZQh0aPMo8bSq
4112,2.0,org_sg2ls8qcXPPGHyIMJGCY
4113,3.0,org_ihydOapoPBKiCq8e0qUk
4114,1.0,org_X4xpwp40L0tpSfrlOHeN
4115,4.0,org_BpmDZH4ZZp1gbiYXWH5D
4116,1.0,org_qV4zJvWh0hasm11TcOBU
4117,2.0,org_PPA68wkp5aUZuise3CF3
4118,3.0,org_6yrthnWheSCK0MBkOuWD
4119,1.0,org_H3rfz45jQbtS77H1Sh62
4120,2.0,org_mOe4SSVKmEvPFGBTC5eg
4121,8.0,org_56HjCA3UcRGQAiCSE5uB
4122,1.0,org_VswuAI7THcIDY6A0Royg
4123,6.0,org_8UKUH6rcFr32obrBrxPk
4124,1.0,org_kpT2Wf2g7ExuTmuuvZVo
4125,1.0,org_D9iksF7iBtXZZY9jPhdb
4126,1.0,org_5sRin9h9aCdna1qu8TDU
4127,1.0,org_hB8cM8QojQk4xVzoZPO2
4128,1.0,org_plpNz9FE9Qn9ZQOgnOCi
4129,1.0,org_nhneANW2SjuoY2YPXfQF
4130,3.0,org_LgwxD6m4yEPVsEC5Vk2M
4131,1.0,org_Sy1D2OgN2MADcvl6T7rH
4132,1.0,org_EKXSKPk3f4LoT1BJXind
4133,1.0,org_nokRuRQ6gxIPobE1GVCE
4134,1.0,org_WtOCOUL2naE6745Frcva
4135,1.0,org_CbgqFXFW7tUVBMROa9nf
4136,1.0,org_1eQMeIrdtO3q25hVJUxW
4137,4.0,org_lnRn5F0GNVAOB5tIwNiP
4138,1.0,org_MqbLhgXJKgjIweTVSQ5U
4139,1.0,org_7GUPASbjXUlWS1ijPrh8
4140,1.0,org_qo98Q3ZzEpKY3iEuo521
4141,1.0,org_Rj7yfYcOagYbQSqSlhIk
4142,2.0,org_i70Mhcc8wyHdgax0ESgK
4143,1.0,org_CU4GMwkwMCFQLqDfOkDE
4144,1.0,org_wjV5Cuw8kp6qDsC3X8LE
4145,3.0,org_p4j92FKtH73ZqTaQ1tsS
4146,1.0,org_9RCxnofWcdk9mIMyyDE8
4147,1.0,org_X4yLnvzvKZrJPJsTNn9D
4148,1.0,org_DSXd8Qn1buzcn9ONur4Y
4149,1.0,org_OorQSHvvcuLBfjeh4BVu
4150,7.0,org_KZxnCORxS6Fp6maO66KB
4151,1.0,org_Q738BOvN6qZnbnqjhKot
4152,1.0,org_68agfqGVD9HAdovaLefy
4153,14.0,org_OYSfTNAdjxfzNZidqjxq
4154,13.0,org_2uIPkjQumHdVSFsQxVq4
4155,79.0,org_kTWHk7Q1MixynxNFzYyJ
4156,1.0,org_xfy43FxyVuHXnA0HeFl1
4157,1.0,org_nkPtYDF4XNmECIufINCl
4158,1.0,org_48aySIxorXf0g741RR7w
4159,9.0,org_YjD5YQLa9xJEFO818wYX
4160,1.0,org_sW4hsI0eomlToZsWr28v
4161,2.0,org_TNNzw4t30jlQZqbPWYu9
4162,2.0,org_S5QBl4fk9j7U9pgmKqcc
4163,1.0,org_g3rrtXuGQLOgZqdLb5ic
4164,3.0,org_T2JFzJMiV47yjNTqivwj
4165,1.0,org_t7WhG7AdbX3YZKfXxVFJ
4166,1.0,org_DlXthVeAYc1C589vcHYV
4167,2.0,org_GxXPGRR3loyfKA5tLGCC
4168,3.0,org_84ucaYJU4iKMV2LYOH51
4169,4.0,org_OnEGShgwX62iaPKMNIlk
4170,17.0,org_PdugNaY3yrDwRzDLkYjG
4171,2.0,org_JfNgmPRfsW0iEkKou3SS
4172,1.0,org_EQl738qWYx7NRdzcL6gt
4173,5.0,org_r17i9iNeaVh3XnjcZVex
4174,1.0,org_943G2W01D8N7TJmRuB0b
4175,2.0,org_OT0HNK1pHwY5meVIfSSj
4176,2.0,org_C2bvAgdroM9v8khqOkJa
4177,1.0,org_el2pv7M5aWwTcyXm03BC
4178,1.0,org_OhulzaWvVWrpjQoaKbT5
4179,63.0,org_3eVio1qDLTGril0YBGTc
4180,7.0,org_47G1JxYwp8cZlYhncTmW
4181,1.0,per_Wv7bRftnGLxS8hzBrJ6G
4182,1.0,org_Eir6Z780wM62HQrzLW4w
4183,1.0,org_kZqZecqJNk1h25qn4t5q
4184,1.0,org_FqN3MKY807yjJUGN0825
4185,2.0,org_lcdEz7zkEOTLkRAdgz11
4186,4.0,org_J3rBhreWbp4vfPMHvjBZ
4187,1.0,org_vZ4Z8dZsNClO9jfcXjZX
4188,1.0,org_N51Ba8Eiw9iOzAWXyOts
4189,3.0,org_bPR3fdxvxx1gFra0KxDV
4190,1.0,org_4iMw1Kyj5OqxNq712g58
4191,1.0,org_ie94DmaWWofOuSvLpksE
4192,1.0,org_HK7kIdwmFhFoakyYFVIQ
4193,1.0,org_nWIF7Li3BLaqVQPnQjVN
4194,1.0,org_9RWTVvAmJrSfPG2WvBLH
4195,1.0,org_WPVgqTC24P7a0hjEfQzG
4196,2.0,org_k7wIvkhAf1LqOy7mdK6Z
4197,18.0,org_K3pLsSXXBkvdhkHXSAAz
4198,1.0,org_cyGNchmn8IwHeyblGm5s
4199,5.0,org_1hwTpTy2zU50baBiXVcg
4200,1.0,org_bX5nGEWqMDHJ5rZjEjxb
4201,1.0,org_XB3pWHdrZIlGJd9Y36NG
4202,1.0,org_pELMHuqxvL6h1ba0fX0z
4203,1.0,org_INKg0NEcn31xmnAXHiAb
4204,1.0,org_MyWwoYTfGgjNhlraU1pG
4205,1.0,org_lAlZ6tzpv9EkkwaXqumB
4206,1.0,org_yIBPnjSJm6cjZO33PxU0
4207,2.0,per_7qocKtAubwByeMkLcnIv
4208,8.0,org_oGjsftvLqSFI6egcFFwP
4209,1.0,org_o5jGbXSVPt9FQ9105NXF
4210,2.0,org_umSQUOeIDDJMJaipZEi5
4211,1.0,org_o9oQ47NE2e3pr4wFjTLG
4212,1.0,org_nipfeqICIGwXO2dVnYwB
4213,9.0,org_rOhMuMjynC9ixWHeOFAn
4214,1.0,org_DNqgwmaqQ0GvYkvN79XU
4215,1.0,org_UGvf7BiK9ALnjLc4X9fy
4216,2.0,org_rjwsun4rTvfnt8PxYxbC
4217,2.0,org_MLeQXTVl7DvfzhPCu69A
4218,1.0,org_NjSyDWcJoozpSHjLdZJK
4219,1.0,org_jBvICyrMBZj32mhKqmo0
4220,4.0,org_beLtJMslsWmEkjMzMuMA
4221,1.0,org_1IeWJn9Kzxxx9eDkyvm0
4222,1.0,org_TMm81gXNzbEXhJYTNOoG
4223,6.0,org_70GdWoMLZvGWKYaWBARz
4224,1.0,org_KJk1FPpl4y7kGmPlchP4
4225,1.0,org_b11zTMJt4trKvfnxbK5n
4226,1.0,org_YQOGBSIRVHdYKToHEgcG
4227,1.0,per_i8JLCPKBafhueWTdklDk
4228,1.0,per_UBL05abGCjex2EVdc3uT
4229,1.0,per_v5TCi67I97frGtxiABAj
4230,1.0,org_rQX4OOZGrWfekxkhR2i5
4231,1.0,org_Q3AtVMF9curo4nKXWSV2
4232,1.0,org_J2J7aLRG6a1SjEOsIxwZ
4233,3.0,org_rFTKfVPJyupSzAlJDYsy
4234,1.0,org_AABw2qG8ftR7HRpJZkHV
4235,1.0,org_2dRpscqBvNJrmvGAhxXe
4236,1.0,org_16NqDwHspPOrxLYqvFX6
4237,1.0,org_rENKxINMFbx038KvDJpD
4238,1.0,org_zqazkVVLPvSnfdtFWksS
4239,1.0,org_Qm7krWwG2bxKDSfWCm57
4240,2.0,org_GQZXRf9ELt23UTDKfHRR
4241,1.0,org_C9NwbPa79HrSpTaDtWHs
4242,1.0,org_CEWnMRiqyDMcpI8rHPr7
4243,10.0,org_FPdJVMKCtXYgXM6RhvxU
4244,3.0,org_52T6Q7h2vYj199X0pFQF
4245,1.0,org_McNDMlovZ7Vei6h3hehi
4246,1.0,org_iMOSwJaMZEPXqIhfFVOq
4247,1.0,org_xfyweq3sojV0WDDVDnsa
4248,3.0,org_BpVndyOQQUaXS2BIO6m4
4249,1.0,org_tJi7TJCtBIHbuFXYWYg0
4250,1.0,org_hKOo940ywS9rAxZHqjjD
4251,3.0,org_JWyy7D4HptdAymE0bOjE
4252,1.0,org_cJy6pZbz30wKi6wJYAAb
4253,9.0,org_6Zx1V3z2uvx94kz2SF4A
4254,3.0,org_XKXrMahfAX2DMkHeQQp7
4255,6.0,org_wcJD51IGpwBWSgXuoOde
4256,1.0,org_W7pBymiNfWadMwmLACqO
4257,1.0,org_usvQzZh8SIpOeC2MfXAo
4258,2.0,org_xHoQK9nDMkyXEqHiMOYF
4259,1.0,org_iFIDWeYkHeLfdGpXqpgx
4260,2.0,org_GCj9yKv9P5NF1nBj1uVq
4261,2.0,org_e8X4DWIHR6H3R75Cu3aN
4262,29.0,org_iDQZ4JkgfbX2aiUb2Si4
4263,2.0,org_rl7OV3z35dlWG33ez6ls
4264,1.0,org_AottlGnSSG4u141X0hy4
4265,6.0,org_FAZbsuNYhtcr3OVzf9BT
4266,2.0,org_rzUuKoEEvHZo9JTiabOH
4267,1.0,org_I8tWfhQp0jnysO96nI8Q
4268,1.0,org_xVRHJJVwQnHmUhwnJsx9
4269,4.0,org_ShXrOdWnao18LOGTCuno
4270,2.0,org_OdQusTd5qJfXjYAwG2I8
4271,1.0,per_eSqOBc9oj8fVyboevVgr
4272,1.0,per_hPnGl2Qr92RATLZ2maNi
4273,1.0,per_yBCqqjuqQQIuxt4TJvRX
4274,1.0,org_JQqBD6CrW8FrH9Wc9Zkf
4275,4.0,org_y1WAtFwzSDYZ2GMjsiCh
4276,1.0,org_j72YgZDdH50npSiIh1Ln
4277,4.0,org_5Pa9GRhbpT6eAWLKQBbs
4278,9.0,org_oelfd0lqNgUZTZr8kp92
4279,2.0,org_X3gKPEzvh2BuQHocgZtj
4280,2.0,org_XOqYBb8R1NqFdtku7B8U
4281,1.0,org_s2a3cJH0cjo6WxmZNQgV
4282,3.0,org_oAx8EBAYcEC9yx6xGgZJ
4283,1.0,org_cBLKwVg2sBo9xQ8xs7lO
4284,1.0,org_r11L7pUzfu8Iq6d2JJBk
4285,1.0,org_zRhcJVAmooE0j7VyobOf
4286,1.0,org_F4ahX6BAOqcgahzNjxAQ
