,TP,assignee_id
6025,2.0,org_gGf28PHtypqalFsJo04m
6026,3.0,org_y35g4Etj6Ex9o05WFPaS
6027,2.0,org_TsYTmNuTKvBkH8EArKig
6028,9.0,org_fOXi3txxVLW6bw4zxNZK
6029,1.0,org_beOkqZ1mbL0CeSywxGsv
6030,16.0,org_s5EJ5tDnGZ4eGhgTFUDQ
6031,1.0,org_G3RtQtw3XIUo6uHllGPj
6032,5.0,org_qXPScwkWxXXo7teVVwFI
6033,1.0,org_2NXSu7EbGEGLH6ZdixpI
6034,9.0,org_gyJFAMsyXbMbKZkn6Tq4
6035,1.0,org_gLjIICpLTC9gBJOKOY5z
6036,1.0,per_lOVCWupfHQc2lalzbPpL
6037,1.0,org_mv6v9LE7MXb0BezYyeM3
6038,3.0,org_TnLLc7RLL4wVnCboPvsW
6039,1.0,org_6GNCMXJYvEyoB3cnoQh7
6040,1.0,per_54uuS1WEhD6aa1j7fyI2
6041,1.0,per_F5yagreRMy9U4TCsqbWM
6042,1.0,per_l7WvVsq20Uw5lYmX5DqW
6043,1.0,per_PBi1Jdkp5AOseMlfrRV1
6044,1.0,org_5zEMatBo5tAodoP7rAzF
6045,9.0,org_vzPyRnfzHsjneRqhNXhQ
6046,7.0,org_wWg3aC7IwyAsFI4QYouh
6047,1.0,org_Q7G3nua6WbP0uI2OrNix
6048,1.0,org_cslmODhENET0XRC0dSOu
6049,8.0,org_88tWTtIWNxZsAmcrDvxj
6050,1.0,org_bCMj6v4SDl50mSD7ifrm
6051,3.0,org_EanpDh0fyjkD07rrAbrx
6052,1.0,org_bxDuuCylgCFZ0X12k1P5
6053,1.0,org_uw1MgVqt7jTP99xtr9pN
6054,1.0,org_gyIWMce3PYBH5l3jWLxn
6055,2.0,org_fsqwlu9eIZMFsxhJWgfy
6056,2.0,org_NBLVNsRUJVUAiWQaNEe4
6057,1.0,org_lyETHAPKdijXqCU1vWIm
6058,1.0,org_7V4DQifYYOJA66vC5VEK
6059,1.0,org_jXy0LBSr1MLClhOUn9wi
6060,3.0,org_wCzRdgu2T002eofsCEmz
6061,1.0,org_AmYSV8xXvszXj3TEQT3M
6062,2.0,org_FVV9x4jdMro9Z7hgKDTe
6063,1.0,org_e70ETQp7lfbDfIexQ5jE
6064,1.0,org_oOB4DcLld3K1Jsouxi3J
6065,1.0,org_QVSbonGUgz6wKCQaSvXP
6066,1.0,v8g79ao7081gzkoijwyeuh40i
6067,3.0,org_bMR4BNackimhbU87d3Sf
6068,1.0,org_tBGLbh1InUBpGEUGAZ9d
6069,1.0,org_3PzU7HKZyo1wkfp9jjFQ
6070,1.0,per_UfT33eoCmXMwhBFAHGxO
6071,1.0,org_ouSWnuWzG3oAok4ONqRG
6072,1.0,org_sTJA3cxkuCJfH06Y00TC
6073,4.0,org_CxQ3bHh5ubvNDeFkEwBb
6074,21.0,org_kafDPgRvUPfTmOrfBBAs
6075,1.0,org_OvvReMULHRE56p7V1ylI
6076,1.0,org_oCsaHSFCG1D4DsNSBzMC
6077,1.0,l8j8ayc5kp0214zcxe8lnfayy
6078,4.0,org_zLThyVF8kq2w7qxhnhMo
6079,3.0,org_diY5hbfU40y2JqrpTTih
6080,1.0,org_eNm5R9iN0tlrOpoiAdzA
6081,1.0,org_Zeqz7eGuoQPr4NGl5cgu
6082,2.0,org_tJuR0NQscCrbx4hJlur7
6083,1.0,org_FedJOLobOjrBOymX1iDe
6084,1.0,per_Dv9wwPxFlvTTfzKEMFlj
6085,1.0,per_TJTZvG09fzsOLlriFLxS
6086,2.0,org_rhITDLd6PNa40GFEguzY
6087,4.0,org_w162sbxVqsV7FAs4xAQa
6088,2.0,org_tcm7rzL06a8gQlcO6rWE
6089,1.0,org_Ojf9JwI6ocqAXUnkVMGb
6090,1.0,org_NjNVbJlI4suGVAZ7PWXd
6091,2.0,org_IP3WQMUV6QsupccI0I7M
6092,1.0,org_WZPXR2jfPzE11Lp7GU5w
6093,1.0,per_2gdlLrt0IXB7iw3mnL6d
6094,1.0,org_45PRE4Qsp5Nhoi8XZGvA
6095,1.0,org_zLqxyshhRzLmdQBfSOdg
6096,1.0,org_8F5PyFOnRdNthULfhRQe
6097,1.0,org_K7UrfnoHL6F9jnIKaXob
6098,2.0,org_EwptmPazk1J4QnfaCVVU
6099,2.0,org_r09cjmzOf82LUJvxJTSa
6100,1.0,org_mqkDnHDKbQM6b8VvkB7O
6101,2.0,org_eq4wDZw92wxJwkP4ztcZ
6102,4.0,org_hH4fG2IJaYaqZegoCPMi
6103,4.0,org_dSmDPQf2xLWVRQ2WNh6c
6104,1.0,org_MX4eQI4UVCnsbOXxLuQV
6105,1.0,org_vWN9M0Qd08iDy97ZdRIO
6106,1.0,org_YhmTgFFkxW9cHrzzJAAk
6107,1.0,org_rajoOpJvXO0ks84W2mQo
6108,1.0,org_eUrZIhzsHVPdCDMfo9zs
6109,2.0,org_wgF3Q5DZgNPLRNVBVbBc
6110,5.0,org_bjkoeeLFB8twgGjIajO1
6111,30.0,org_4qWnTUjNZaEFsTHzQA9d
6112,2.0,org_2TtFAqkFU72gPCFTetCv
6113,1.0,org_7VGSwv8SHY4XdR1cHFSN
6114,5.0,org_49YysQBbdsf2z3ZK4NRH
6115,1.0,org_HDXreHBNbjD1TLMQpNSm
6116,3.0,org_G6HxLqfuU5Pk4dlx5bx4
6117,4.0,org_HrqbC5Dbj9lW6dZ730oq
6118,3.0,org_eFAeeCW8dBVuU8c12Ppo
6119,1.0,org_YrZL1SSFG4ixxZxShLOL
6120,1.0,org_qFso8Wj7axaWTSy7zqWc
6121,1.0,org_IQxX08DhsnHvxSsSIK7D
6122,7.0,org_WIL0hgK5UFYNRCLE6pUq
6123,1.0,org_Moh6g7KM0wTsl1OroD6R
6124,1.0,org_R9MMgYYTCxyJQVl3tDFM
6125,1.0,org_srEjhIx9bLHs93FxktDX
6126,1.0,org_FOFOrBZbWUWlnaoeXzgL
6127,1.0,org_MsDgOvoAL2V84K15ib5j
6128,1.0,per_ZrsYN0qHjpfKJlTSeIAu
6129,14.0,org_PJkfm2FJScQmOEwVL0x3
6130,63.0,org_SC3JNV4bnSWZoEyyvA3O
6131,1.0,org_TsGVoQeh4cjUq6HK1FKu
6132,2.0,org_yYL96vVKaEtkXH3Sl4NA
6133,1.0,org_Gyf3cIBsYJU4TXCVQjvr
6134,21.0,org_PlsIgY1xfWbe68UMzaBB
6135,2.0,org_2cEbeTmc3QSmvZZEWCcM
6136,2.0,org_3ZR8SH3AbG2ZFpJry3g2
6137,1.0,per_uMPC4eoUNqcjKukXu02x
6138,2.0,org_OqUr0VGFvA4vS9zAiHbO
6139,1.0,org_FzvOqvl700CHeyIH0hEC
6140,1.0,org_j6jcrIfVhXBn6dmShjkp
6141,4.0,org_ehZ09pnGmaObAwu0oMja
6142,1.0,org_36cXHy9l1s6vBhuwT1zE
6143,4.0,org_n9rKLhnQxDcKzdnefiox
6144,1.0,org_XuLd5JwDdNHRLc4gN1BO
6145,2.0,org_8fVkDhDFcqz1h924ZXLf
6146,2.0,org_eSuzFnmBpG1UeDbqMJbf
6147,155.0,org_BPYEl0brFfUOfhQmpWkU
6148,1.0,org_DGwqsx2K4qhPGhhZKneS
6149,4.0,org_rBkSGPIsVQqoxVpL05KK
6150,1.0,org_Gm2WweS6Qes3N0c0S9kl
6151,1.0,org_Tkhne0jo0CXhu698jujZ
6152,1.0,org_n5S1qD9vMlRkkCA9tvpo
6153,1.0,org_EgiglwlAGbLg3GyHlrNB
6154,1.0,org_UA23Tf5E1xCZRfFMXebV
6155,2.0,org_8Km4hkdIQv8OfHI6jgvH
6156,1.0,org_iaEQXfN3OhSUT4Y2vZXU
6157,11.0,org_fRiIaIX6C1X89F666k5C
6158,1.0,org_VeZQxbiGyw0kUVgYEhba
6159,1.0,org_TXYMk8UEnB8dsq1uxlH8
6160,1.0,org_AMXy48GVAsZTI2OI33Gy
6161,1.0,org_76ZBW0ha2fTcLbkbQJF7
6162,1.0,org_jXkuAtThARikVA94x8Q8
6163,1.0,org_JTabHSUAxIjyjVmVwrD8
6164,2.0,org_yUl0c05ALri6J1zFDrX9
6165,3.0,org_xfbwXc2hPWdr4cjjZuLd
6166,2.0,org_PuqBUOoro0GfTprAD5Ss
6167,13.0,org_XltPvGirrBaKgouyMcqL
6168,2.0,org_OaMDM02wfHe4T7R45oH6
6169,3.0,org_2pSAKNbXeKMCEe5eynXU
6170,1.0,org_lNDNK5T4VQBfJhuOXTLO
6171,4.0,org_Sp44Nb7vqs12W3skerF3
6172,1.0,org_3ZmcX4ShZ7UGGIS8dlJE
6173,1.0,per_Rvx8a79F2H4VDNRL5QXM
6174,34.0,org_18q23pBwQIrcjTDpAn9m
6175,1.0,org_3k9vJzFTTFkiBmdfHsFT
6176,1.0,org_jebuUd58dnMyeb3qcJbu
6177,2.0,org_T21EyJ6RpXuKkSsSVkdu
6178,2.0,org_QY959x7UhJcZqyzzcTfn
6179,1.0,org_RDttrz2bS4Q5f3uZs0mY
6180,1.0,org_kANUlZ5VBkxG2xFCS5DN
6181,1.0,org_iqlx8MfkdCRsqFwdyHBm
6182,13.0,org_R67SSlo48FzoTv1aD1P1
6183,18.0,org_6M99KNY7o3tgAApjOHJQ
6184,1.0,org_HWyX2NTcx20zdW9A6RK2
6185,1.0,org_c8A8EKAm1cg6oVi0nelc
6186,1.0,org_YWXLP9QjBe3yPGpC2P3W
6187,1.0,org_hgYK3WNRZe7Vd4ObJu3k
6188,16.0,org_DOEhPQMYcQdTbd4DUyHc
6189,1.0,org_wBIxhKcXw2cVakbGHd1t
6190,2.0,org_RbxaNtENlWG5uQ1txf8Q
6191,1.0,org_OGPkJv0QoJKpkomI8kqi
6192,1.0,org_0aM9xVWS2LevtAr8TidK
6193,1.0,org_oyETDT7nc5DHfXvN5oRy
6194,1.0,org_oDcHTNwNRof1kPCTSFPn
6195,1.0,per_0RRwHgHbuoS7gRyjpIzW
6196,1.0,org_2nBu4BDKoHZyxCqJTgQZ
6197,1.0,org_0dt3UlPt4kZyli9budRi
6198,2.0,org_ov6aH4yoXBVTEFg1oSgW
6199,1.0,org_FTPh3PqGfsOoKFuyJSkl
6200,1.0,org_u1kQeymrgIwpKQ7k0viC
6201,8.0,org_DoMgkWsyQ1bo0gclAiTS
6202,1.0,org_RmF1kJhrOR6KAphG8axQ
6203,5.0,org_3bXjyxSk1Qeh7OYaLzRr
6204,4.0,org_eMdooIoKCMuVNX46Fxiv
6205,1.0,org_QZztN5egkVh64Bec4a2m
6206,1.0,org_U2gLE5EyD4xc4yTt719b
6207,1.0,org_pL26vRkzaX39LBdcaIvC
6208,3.0,org_Kikh63Yfxta8TRiy8wUo
6209,1.0,org_EYN3e0kKiqdDlPbBYeBz
6210,2.0,org_hrEYLu5tM8xFEYs8rO33
6211,8.0,org_pJtJvEYGpI7RQqJlXJEo
6212,1.0,per_io3UAXL0jFsMZ6OykWRi
6213,1.0,per_iX8Rbr1aOT156jrMc6TM
6214,2.0,org_F98zhkOHSR23EevXFlTx
6215,6.0,org_1wVJjNaxZAsOhVBrDmwi
6216,4.0,org_y4PDey2S0AcLeZTLtKhp
6217,43.0,org_GXV2DruhslrGXIDLjZEb
6218,1.0,org_izFRCOBLLAyvRmkA0qwF
6219,2.0,org_rksEUVv7VKIa9eX2zEd3
6220,5.0,org_GSa3Is4gYE9AJRybkegv
6221,4.0,org_FmQtvricUGtfyDpLazFd
6222,8.0,org_yFNzrjPfdQv18GxtNU5A
6223,1.0,per_TNLeOcywp7kLnBVSpuM6
6224,10.0,org_jNE7sKEmWQNWjkoSm0Eb
6225,1.0,org_pbvUWk6OxV91WRrxbvUF
6226,1.0,org_ITQ511qFYfT54x9y7ojE
6227,1.0,org_cItPKwK4yNRmKr4tGJ5j
6228,1.0,org_cocXfxQZN3fvg2RmL2pk
6229,1.0,org_WcKwcD4kXjdsaSMZhqfe
6230,1.0,org_NIkWC6N2cVLDG606rqW3
6231,1.0,org_nsPr36Rma1Vz7sSFbQfa
6232,1.0,org_8eP2YXNyx6HO0whZvTX5
6233,1.0,org_YjEtlnoipDPxfXZyJI7A
6234,6.0,org_Ro6IilDixDZZdEw3s751
6235,1.0,org_610OMXZ04SuvBeEdEHwU
6236,1.0,org_lozKFyUi1pEhPh2YZkpD
6237,1.0,org_IHRylvFiME2LTkDWJ2A5
6238,1.0,org_zzez08BUJwUQAGykMTyB
6239,2.0,org_eQd1HPwTkRfUxT5YZ17J
6240,1.0,org_7qls4NL8l48qaqUfIxUU
6241,1.0,org_gT3QAna3xf9Era3W6eyJ
6242,1.0,org_D5YKj5GjtbsIvjDqwWES
6243,1.0,org_WhGYyod8FMb0l3JNa2jS
6244,1.0,org_EExmuQmG7FMrT8YHlPUX
6245,3.0,org_u1nNwA6m6yUvx6ZIiCOC
6246,15.0,org_JRfThpvzcK3EWqEgSZyy
6247,1.0,org_lr9wPUDOP6zvCUvJSv6P
6248,1.0,org_u3U8ilpBau2s2Mqpde3j
6249,2.0,org_GU9Erl4H6sjHz8NWqCgy
6250,15.0,org_Fryrpg1dabzzMa44ZvmL
6251,1.0,org_Czn5GsYGhUMInqXBRt0g
6252,2.0,org_RLi3gUFTlco1eRAN01dI
6253,1.0,org_LvfmzdNoZwYKbfHZHIjA
6254,2.0,org_JIrTlh5WwggYgYrGdFGG
6255,1.0,org_9CdY9QXJ4cRBH9KtvQrF
6256,1.0,org_IAW7qhYcN1eliWKYdh99
6257,3.0,org_LqiELMLmGBGe3M0t2m6r
6258,3.0,org_39dWzDETh2IWc1YriJ5F
6259,1.0,per_8V6NAh8xvEXH9zQPoG6x
6260,1.0,per_9VUFEJVzAgNY0Qtnmwz0
6261,1.0,per_tez82EtXGCm9msJPEfCF
6262,1.0,org_BidChMn4PuvRTUwtHas0
6263,1.0,org_tsG6apS8ZvY9imebxy0T
6264,1.0,org_Q4a0NUhNAK7hP9JSEF41
6265,1.0,org_tnBOH5gx8MB1CGUrIW2Z
6266,27.0,org_RenyjCRDoRa25nQgeoX0
6267,4.0,org_BGoozDSiWaE04muFXtIq
6268,2.0,org_EleI2qV4Ehc75tSXeS41
6269,1.0,org_SZndOggrPDiD8kewfZiw
6270,2.0,org_eziuZ1TaY1fZB2Y4Z5Up
6271,4.0,org_f8yxi6VNYD6TTZjQzymh
6272,2.0,org_SlGAMraaOChOXqeZU7qH
6273,4.0,org_H1rdUXBe2izam6qwqMAv
6274,1.0,org_Js8qO6YWMYH2mJqWGqlt
6275,1.0,org_tEQ7F2Ujut52Ipibiklo
6276,1.0,org_QFtrYLZ1slbPlA2O0A0U
6277,1.0,org_NwHZj43SPYqc7Ex7CWp0
6278,1.0,org_HhwFsfgE2EaFZELmyt6U
6279,4.0,org_0bIoL7v59cVLOEinqB7y
6280,1.0,org_GzWkSxDrxEH5CSwKJB6f
6281,42.0,org_3TBPbnAcaf7f8KEpQMwA
6282,3.0,org_nKBg1fdIHmCRFan7vQf7
6283,3.0,org_3pHaeMxTSTFV4vOGOtg7
6284,1.0,org_4L36qZi24xNm9gx4t75P
6285,1.0,per_1IIuOMVj5UzktalpZ57Q
6286,1.0,org_I5gU8LM4lCAdZ9bq4DV5
6287,6.0,org_8OU5JxUoTbvmTJ74g8ac
6288,6.0,org_KugStIi6ci1YvP0ok4my
6289,1.0,org_qmqVJdvnD8XNXaZEc4mQ
6290,2.0,org_IGULFLaAYOAepLhYjhsC
6291,21.0,org_z8uvcrEw6XFkVBW5DPOq
6292,3.0,org_Ptu66yTyQpGTwQockbQE
6293,2.0,org_1pA2n1nADUTGjFPU5qST
6294,1.0,org_IQUD7EmFfxjgcIMMF0hw
6295,1.0,per_d1QP3TMAaOO1JFQwF4UP
6296,1.0,org_JlSvx4n0KcZSxwXA8DeZ
6297,2.0,org_Uz08NMbORsrBEs06nPhw
6298,2.0,org_5kzg8v3mtAMNR7HN7PRC
6299,3.0,org_oZG6pT098Vvg4yhSTCHr
6300,1.0,org_cweP18Jvk8fI6dh9POwX
6301,1.0,org_6GkqQC9Z7ZMdZLgEC5Yd
6302,2.0,org_N3lVwKWcYL1x8KRZWxc7
6303,1.0,org_1eglITDV8LGete0UReQ4
6304,1.0,org_o8vEakuVjAobq78f93Uz
6305,1.0,org_PZdmGHHr46p8G0AUqn5Y
6306,2.0,org_VhXrT7gvdsByyUlKZgCK
6307,1.0,org_rTRhpwlKhjjQ2YgTR4ku
6308,3.0,org_OyGWNFppc8eTxNVVmW29
6309,1.0,org_SyURhhGeyOvQbeml8odF
6310,5.0,org_dHZIrDImRJ7ACDChmCTJ
6311,9.0,org_HmOH279cPnjxGVHLBbXE
6312,1.0,org_bLEX3lVMu15HjDwslTf5
6313,1.0,org_PfVz3QFmNZqiJPhCPqAb
6314,2.0,org_aKykE8nWiRxoqZsHcOJ3
6315,2.0,org_8bRFXcRhZggBhJLscIxf
6316,1.0,k4o2z8ubxm7q5evey4xiid8i0
6317,1.0,org_VEZmK8RZ7rHmAcbFFI0I
6318,1.0,ysypnzhha1unyvj5kl3v337my
6319,2.0,org_TOSHd42GD9v22rvj5TzC
6320,4.0,org_H6mxBZbSLAzHGfaaS6Hs
6321,1.0,org_Bg23Dxo4eUUUcUMnwql6
6322,1.0,org_9T7hysgG9kWWXTbQfvu6
6323,1.0,org_3PWzdylfuZVcvzfbPq31
6324,2.0,org_SI7Na5obYvx7pkF9q6AE
6325,1.0,org_RfdyfA0lA7myZthMH92D
6326,1.0,org_ezDd5NYFGgNewTVYs83s
6327,1.0,org_AImlkJfbLGGiB57M1Wm0
6328,6.0,org_32U1wN9PKaHDXw9Hd8bV
6329,1.0,org_lBi4sovmuZCMKEf1AeIJ
6330,1.0,org_jioolxrU9ODMmtCDv0aR
6331,4.0,org_OfAkdKPZ7UnaEr6kkUS6
6332,1.0,org_xkpWmkcAgxvOa02zwgZr
6333,1.0,org_9DmAGf9TJzhuTW5YLfy6
6334,22.0,org_1KrVc3i1NMxNq4o3ikh2
6335,7.0,org_XFLx9xXwrTx6YdtAFUV4
6336,1.0,org_IT5bUbV9gqVQ94SboFMl
6337,2.0,org_muHgFmZ9Fk55GLMjhUvO
6338,51.0,org_9LWSct5eGPEQwO0mWg2Y
6339,1.0,org_li9JiGC3YF7CZYNcH9c2
6340,2.0,org_xp1aDnObHAkebeD2F185
6341,1.0,org_PBvY3QdDCdUlsSuvy4Hz
6342,2.0,org_px2w9OwK7cB9NNndv4Fm
6343,1.0,org_kB8AcqqmpIOuzwyglroI
6344,1.0,org_O1rK9Bz3cbRxWYzerKP3
6345,2.0,org_6448Cd6EmT0aHBNuWKOc
6346,1.0,org_nLeYRuBBiTwEptTL2zBJ
6347,1.0,org_CrASVkTcBXjxU7ZY1xVS
6348,1.0,org_0tDTcX5KZApt2imzjw0C
6349,2.0,org_gVmJXJVMtqxhSdOKdViM
6350,1.0,org_S9LTFEGM94JaytUhyrxu
6351,12.0,org_PgFAxAXcwuh7K00qmmmP
6352,1.0,org_3MDjTXhvbxMMmdrPsOZ8
6353,6.0,org_kiT8TVfwc35mAsyyVTpK
6354,4.0,org_8YwoNVh3tgXpPDxFDLvh
6355,3.0,org_Bu1lbe9zt5HWTsnirufI
6356,2.0,org_J1EtFWHZ1H6skZBtSGf3
6357,1.0,org_hWdT9lKRsEqUseB0xtC9
6358,3.0,org_Fx9joXEuOWffxNst20KB
6359,1.0,org_PbDIqyx6LcDqHRt1vnND
6360,6.0,org_BGRJNQij50bCLOBkCzhT
6361,1.0,org_LZRMGPqbRawilTtZ6WEu
6362,1.0,org_hBTR2na41oiDKZ4PjUFP
6363,18.0,org_bXIIeOJUvbnpNlZRavCa
6364,1.0,org_12g5ZgYQ1SmX2Ff6UuIZ
6365,1.0,org_zyezQUdsEZfY1EICX6gI
6366,1.0,org_lbU2ijZdeyolanoKoXKV
6367,17.0,org_b1U2u2rSQHFytylHlnm9
6368,10.0,org_Yo8bENfmT8SQKLenLIL2
6369,4.0,org_otfyHRAmI6sVaDsK49LG
6370,3.0,org_7MCrk7XDJVMI05ETlVmc
6371,1.0,org_1Qd4DJklqVNVlO3Lk4PY
6372,3.0,org_vP0Es5iSwvBh1T3dKgr2
6373,4.0,org_0bz0k8JcV4m8zGaWVVO1
6374,3.0,org_bxRL3l44AlrOG13tEy08
6375,1.0,org_JhByvQUfRYepT1BibGdM
6376,1.0,org_aWyvuo1S9ci9Hm1lxYWv
6377,5.0,org_77etKolcvel8QnmKUvHw
6378,1.0,per_Bn2jdx211v09lGzT4Vz8
6379,1.0,org_2ExtgMJcdQwBP3eLAypX
6380,1.0,org_8jcRquBdj2rdYiTi9UiT
6381,1.0,org_olSa3jE65hbQ52RPCepg
6382,2.0,org_P9XlQ8vmJm7zWGWfFYa1
6383,1.0,org_eOLzVyT6It150TlYz2CP
6384,2.0,org_C4bGZwC2BwR7uNNePrXZ
6385,3.0,org_E3ehUDlwPHgyUAUxyLp6
6386,1.0,org_GfhJfaLEqgZgtkdNgLHU
6387,4.0,org_OhpvHcuLmask1UuITraC
6388,1.0,org_oW8QHBX5LlJX63mksSKw
6389,1.0,org_uK4uE8FuCp0xXLvXwFwc
6390,5.0,org_yl9fN4L0GkPXul2Nu4ht
6391,4.0,org_y9Un2KmAX6XmDCUA5oK6
6392,1.0,org_1gXbExICFOZXzAPcjZQ7
6393,10.0,org_dFmKqHP1nUY0410gQebt
6394,1.0,org_IZZXKUSxVUZIPoRKG6FO
6395,1.0,per_Pz9HgLvitTRTZPg6Q99x
6396,1.0,org_MM3bidmrBgJBTKfOlB0W
6397,1.0,org_RSW4CzBRlcjHhLSObpsq
6398,50.0,org_5YL8Qm4sZejjic5sy0wj
6399,1.0,org_FELwrjKK1fDAAuN4QPaH
6400,115.0,org_VgrJomfcMsR4hQcdrXz6
6401,2.0,org_fXLuMeu9OfpIwFMT0JAd
6402,1.0,org_wHeqZtPHdpZosimCn9y9
6403,5.0,org_ZUrqI0qd8FpBbhhjVpRj
6404,1.0,per_SISkMchHVK8G1IPkCgOT
6405,1.0,org_QhWim5m4hNXH7Pf1HZ6S
6406,1.0,org_FIewqGdGrNUtAMaxhUFj
6407,1.0,org_KbZjtZ95VZEA5ZtXSuWP
6408,2.0,org_c6i3eXXHCiDaPi0cKb6C
6409,3.0,org_PQahyRn3zogMIpOh11IC
6410,1.0,org_eEQc0ydRT5LDIIuqgPts
6411,6.0,org_lXqbURbQOZPLHv1W2knu
6412,6.0,org_dj8SGiIcDcnM0XsDqdZO
6413,3.0,org_pTF7GoMpAjVKTu12TQcj
6414,2.0,org_zSgxc5CvbSnbNCUdYA9F
6415,1.0,org_5lz9hO7EUcOBRB4WfxFw
6416,1.0,org_ucI6eqpIBI0aJOaRggYM
6417,4.0,org_EXsHBDSd2n8JFOMHZ86A
6418,2.0,org_lstvNBqPbpa3t5Jmylp2
6419,14.0,org_fVdtdLFr6dNko3amUIIX
6420,1.0,org_zAIIRMh27vjt2fkHgak4
6421,4.0,org_nRFmQ2nIN7HzbmJqADMV
6422,7.0,org_cFVA8sZGheQfyOoEMEx8
6423,5.0,org_feYyoksDQkakefqhamSg
6424,1.0,org_PEOBEMx6OHoqaiYZgokQ
6425,2.0,org_Qk4XDXJL8yeWfY6UG4qd
6426,1.0,per_WqlnzNKnsmvZY3XdNwN9
6427,1.0,org_zxLAFkx4qZ3XKRtWUx4T
6428,12.0,org_XTb9NMCaHe4iYC5ZQPCw
6429,1.0,per_Z2PoZSRQa5GvqEDbho4r
6430,1.0,org_4wfdmenVHJx6gqQTGe9y
6431,5.0,org_q7vcw1fXM3x3kKcNQkoY
6432,1.0,org_qCCdp3BEIKjjKdaCF355
6433,1.0,org_4cFgjoZiWAND66Hbf0IN
6434,1.0,org_JMJ5wwoGbVOno2Q7yKBj
6435,1.0,org_LXs1VfEOrdwfSpuMhdKl
6436,1.0,org_Obb5YSPKkNU9S3MknjwU
6437,1.0,org_mKoTjail71Rb6uRpZEw1
6438,1.0,org_1iuV3BlhjdAxN4a3UOFq
6439,1.0,org_QXxBXMihWWk6H8t3yTk8
6440,1.0,org_MKmE8LpTGGW6nZgS8V8A
6441,1.0,org_sYwnXbNs0SkXWXvNR8Cq
6442,1.0,org_rQsCzf2MeFP8KIveKmxa
6443,4.0,per_guFpvmFJlMQIasepjyvW
6444,3.0,per_zK8XvoLlrqYnrrRTHZ2A
6445,4.0,per_zwGckyTeNK02waKRXT28
6446,1.0,org_dn1DXBjFLiUgqT4A5dVU
6447,1.0,org_6cMgxt3R0QsKGdKtx0iZ
6448,1.0,org_el7Iog7cjgsYv1A79UZD
6449,6.0,org_46IGxtC8ZP7MgJyVnk3S
6450,3.0,org_Q9oLjPcNMugEciK6vjlE
6451,1.0,org_YLTrJUDvUHj5PGnaAoop
6452,1.0,org_Kpg5iNPkaOIHPmIO8aAh
6453,12.0,org_M4DJQiHqHPIo07YFIfTs
6454,1.0,org_LQ9CnVtpWpfYK4l8dk0O
6455,8.0,org_IJqu7AJ1RBAzJw1Tkv5T
6456,1.0,per_SOCmDmemawTrerDzwNNs
6457,1.0,org_nxkD1ekxoDeHrTEXB0IN
6458,2.0,org_YaDXlDojNG9S7qhOMtZg
6459,2.0,org_cCJTtHdJpljryBuYf3sO
6460,2.0,org_zAoYgFguDI10QmHOSyXH
6461,1.0,org_m9s2secwyjjEz2IumAF8
6462,16.0,org_F2K1QzzX6cJjEinEZ1g8
6463,2.0,org_NaJTx4kn5xa2HX3AWgTE
6464,1.0,org_n8ZCzgE9hRGuysmsJJxB
6465,7.0,org_zfZLTdMJp51HmSaQpiuy
6466,6.0,org_tyaTaoN1MfuQIEPH8nvi
6467,7.0,org_nxmlQ7zbJYmLO24Ad2ok
6468,1.0,org_IE9h8AlrNwal2tjsN098
6469,1.0,org_nLdtjinAlxDCrhw7C6kR
6470,4.0,org_s7judxrJMlcQJuDda7oX
6471,1.0,org_InV48Q0P1HFOVkLj48Zg
6472,2.0,org_F9WoEGoFDs8Uq93gliXs
6473,1.0,org_QKTAWfxQ0opESFY4Rgui
6474,1.0,org_uEp5ExZxH4S5csacUn5N
6475,2.0,org_w2cSKsDhZ4kRsMw7eYBF
6476,1.0,org_2bSCXqLzwpHNZ0YuDcgh
6477,1.0,org_wjABFEp5J5F3K3tklpjZ
6478,1.0,org_OM4ehv14apdJ8bmW8HUo
6479,1.0,org_vajeQ0DtvnLZA5ZqrUZ2
6480,1.0,org_zsM5gvQToYDs3ylrk1hq
6481,1.0,org_q3jhZ8UQWpDiwdIgIUDB
6482,3.0,org_itHw8GluKiujJ6YWWVze
6483,7.0,org_8Levn78soDIeIJAMJ49w
6484,2.0,org_CvLE3zEJGYDfV4ydHfCM
6485,1.0,org_M4Ndqwt81aVJ7efVdwKU
6486,1.0,org_wbYBUrJd1N6j7F8GTqBb
6487,1.0,org_L0XdUdQeDbYNRUznMpX1
6488,3.0,org_X3jYpLDfKcC8jAay8fTX
6489,1.0,org_s5wvdXS7N4gbXjXUsNS1
6490,3.0,org_aRGtKIGET1BEmUm2dVx5
6491,1.0,org_UxmUMTWVWLnjqnAkCHA1
6492,2.0,org_IfMDq6Ejr4ND2xaSrAV6
6493,6.0,org_x4DzMnRBNtfUhbgqSAhP
6494,8.0,org_ZQkYHUFtKqqFhwMirLTv
6495,4.0,org_vLI83L3n3qxQHySY12F9
6496,1.0,org_IJhQ2NIy7lUOloiviypk
6497,1.0,org_QFWEsJR2937j9d8LjFKL
6498,1.0,org_0UsWVH6WR1AlrRvITwGI
6499,1.0,org_ur1msJksvToc8zMDoda3
6500,1.0,org_pfn27StHwwR9IJrcZ2Y6
6501,1.0,org_7RM73PU9dYq7ErKYejgj
6502,1.0,org_ManVEEczkMNsn7HfTdyz
6503,1.0,org_7essl9YMlpKH3bL4qLVH
6504,1.0,org_PZmAhSETYVAw3hAIbpfx
